Algoritmo,Base,Repeticao,|D|,|D+|,|D-|,Atributos,|I|,Tempo,Testes,Seed,WRAcc,Qg,overollSuppP,CoverRedundancyP,DescripRDensity,DescripRDominator,Chi_Quad,p_value,Lift,DiffSup,K,GrowthRate,OddsRatio,cov,conf,supp,suppP,suppN,size,
Aleatorio1M-k10-foQg,alon-pn-freq-2,1,62,40,22,2000,4000,2.629,1000010,179424673,0.10931321540062433,19.1,0.875,0.4997382198952879,0.9047619047619048,0.2,15.245414917753829,1.3035293798330252E-4,1.5500000000000003,0.47750000000000015,10.0,Infinity,Infinity,0.3080645161290323,1.0,0.3080645161290323,0.47750000000000015,0.0,2.1
Aleatorio1M-k10-foQg,alon-pn-freq-2,2,62,40,22,2000,4000,2.363,1000010,125164703,0.10816857440166491,18.9,0.875,0.5084656084656084,0.8,0.2,14.994542081949058,1.3206226879478787E-4,1.5500000000000003,0.47250000000000003,10.0,Infinity,Infinity,0.3048387096774194,1.0,0.3048387096774194,0.47250000000000003,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,3,62,40,22,2000,4000,2.306,1000010,132011827,0.10816857440166491,18.9,0.85,0.5873015873015872,0.95,0.2,14.98801393728223,1.323255858577079E-4,1.5500000000000003,0.47250000000000003,10.0,Infinity,Infinity,0.3048387096774194,1.0,0.3048387096774194,0.47250000000000003,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,4,62,40,22,2000,4000,2.3,1000010,124987441,0.10759625390218522,18.8,0.9,0.5138297872340425,1.0,0.1,14.854595791805096,1.2776184064174586E-4,1.5500000000000003,0.4700000000000001,10.0,Infinity,Infinity,0.30322580645161296,1.0,0.30322580645161296,0.4700000000000001,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,5,62,40,22,2000,4000,2.162,1000010,123979721,0.10759625390218522,18.8,0.925,0.559574468085106,0.8095238095238095,0.3,14.888119047619048,1.4407458787142851E-4,1.5500000000000003,0.4700000000000001,10.0,Infinity,Infinity,0.30322580645161296,1.0,0.30322580645161296,0.4700000000000001,0.0,2.1
Aleatorio1M-k10-foQg,alon-pn-freq-2,6,62,40,22,2000,4000,2.249,1000010,119777719,0.1121748178980229,19.6,0.95,0.3734693877551022,0.95,0.2,15.804953488372098,8.59624249748048E-5,1.5500000000000003,0.49000000000000005,10.0,Infinity,Infinity,0.31612903225806455,1.0,0.31612903225806455,0.49000000000000005,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,7,62,40,22,2000,4000,2.273,1000010,117705823,0.11789802289281999,20.6,0.875,0.5825242718446602,0.75,0.3,17.016436971612244,5.1163530438397604E-5,1.5500000000000003,0.5149999999999999,10.0,Infinity,Infinity,0.3322580645161291,1.0,0.3322580645161291,0.5149999999999999,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,8,62,40,22,2000,4000,2.305,1000010,112131119,0.10473465140478666,18.3,0.925,0.4972677595628416,0.8181818181818182,0.4,14.29552011812477,1.721477950515456E-4,1.5500000000000003,0.4575,10.0,Infinity,Infinity,0.2951612903225807,1.0,0.2951612903225807,0.4575,0.0,2.2
Aleatorio1M-k10-foQg,alon-pn-freq-2,9,62,40,22,2000,4000,2.263,1000010,108626351,0.11274713839750261,19.7,0.875,0.5251269035532993,0.9,0.3,15.90935188936607,8.021598307319745E-5,1.5500000000000003,0.4925,10.0,Infinity,Infinity,0.317741935483871,1.0,0.317741935483871,0.4925,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,10,62,40,22,2000,4000,2.268,1000010,107980007,0.10702393340270551,18.7,0.9,0.5221925133689841,0.85,0.3,14.753883261756206,1.4190112901977668E-4,1.5500000000000003,0.4675000000000001,10.0,Infinity,Infinity,0.3016129032258065,1.0,0.3016129032258065,0.4675000000000001,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,11,62,40,22,2000,4000,2.282,1000010,106368047,0.10874089490114462,19.0,0.875,0.5710526315789475,0.8,0.3,15.110789779326364,1.2966478357806366E-4,1.5500000000000003,0.4750000000000001,10.0,Infinity,Infinity,0.30645161290322587,1.0,0.30645161290322587,0.4750000000000001,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,12,62,40,22,2000,4000,2.274,1000010,99187427,0.10931321540062436,19.1,0.9,0.5544502617801047,0.85,0.3,15.228672757475085,1.224867256327191E-4,1.5500000000000003,0.47750000000000004,10.0,Infinity,Infinity,0.3080645161290323,1.0,0.3080645161290323,0.47750000000000004,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,13,62,40,22,2000,4000,2.257,1000010,98976029,0.11789802289281999,20.6,0.875,0.5019417475728153,0.9,0.3,16.999349385724884,4.514913644433398E-5,1.5500000000000003,0.5149999999999999,10.0,Infinity,Infinity,0.3322580645161291,1.0,0.3322580645161291,0.5149999999999999,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,14,62,40,22,2000,4000,2.264,1000010,97875523,0.11789802289281999,20.6,0.95,0.48834951456310655,0.75,0.3,17.03579777747305,5.3752556573295796E-5,1.5500000000000003,0.5149999999999999,10.0,Infinity,Infinity,0.3322580645161291,1.0,0.3322580645161291,0.5149999999999999,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,15,62,40,22,2000,4000,2.243,1000010,96763291,0.1116024973985432,19.5,0.875,0.48076923076923067,0.95,0.2,15.722311909021212,1.056194938598343E-4,1.5500000000000003,0.4875000000000001,10.0,Infinity,Infinity,0.3145161290322581,1.0,0.3145161290322581,0.4875000000000001,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,16,62,40,22,2000,4000,2.231,1000010,95808337,0.10988553590010405,19.2,0.85,0.6250000000000002,1.0,0.1,15.328956999702887,1.092524191725855E-4,1.5500000000000003,0.4800000000000001,10.0,Infinity,Infinity,0.3096774193548387,1.0,0.3096774193548387,0.4800000000000001,0.0,2.1
Aleatorio1M-k10-foQg,alon-pn-freq-2,17,62,40,22,2000,4000,2.266,1000010,94847387,0.10931321540062436,19.1,0.8,0.6439790575916231,0.85,0.2,15.206181157658756,1.1191322145222972E-4,1.5500000000000003,0.47750000000000004,10.0,Infinity,Infinity,0.3080645161290323,1.0,0.3080645161290323,0.47750000000000004,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,18,62,40,22,2000,4000,2.26,1000010,87552823,0.1064516129032258,18.6,0.875,0.5698924731182795,0.85,0.4,14.636817923993192,1.4668890060081107E-4,1.5500000000000003,0.46500000000000014,10.0,Infinity,Infinity,0.30000000000000004,1.0,0.30000000000000004,0.46500000000000014,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,19,62,40,22,2000,4000,2.265,1000010,86842271,0.11045785639958376,19.3,0.9,0.4647668393782382,0.95,0.2,15.47504208194906,1.1477483470912046E-4,1.5500000000000003,0.4825000000000001,10.0,Infinity,Infinity,0.3112903225806452,1.0,0.3112903225806452,0.4825000000000001,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,20,62,40,22,2000,4000,2.258,1000010,80650457,0.1116024973985432,19.5,0.9,0.47179487179487173,0.8,0.3,15.716173116919006,1.0439750647634133E-4,1.5500000000000003,0.4875000000000001,10.0,Infinity,Infinity,0.3145161290322581,1.0,0.3145161290322581,0.4875000000000001,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,21,62,40,22,2000,4000,2.272,1000010,78220001,0.1116024973985432,19.5,0.85,0.5692307692307692,0.85,0.2,15.652768549280182,7.979834458329264E-5,1.5500000000000003,0.4875,10.0,Infinity,Infinity,0.3145161290322581,1.0,0.3145161290322581,0.4875,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,22,62,40,22,2000,4000,2.291,1000010,74585729,0.10587929240374609,18.5,0.9,0.5216216216216216,0.95,0.2,14.59121242581708,1.972992059721879E-4,1.5500000000000003,0.4625,10.0,Infinity,Infinity,0.2983870967741936,1.0,0.2983870967741936,0.4625,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,23,62,40,22,2000,4000,2.255,1000010,73852469,0.10301768990634756,18.0,0.875,0.5722222222222223,0.95,0.2,14.003388888888889,2.280424090601835E-4,1.5500000000000003,0.45,10.0,Infinity,Infinity,0.2903225806451613,1.0,0.2903225806451613,0.45,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,24,62,40,22,2000,4000,2.256,1000010,68750849,0.10931321540062436,19.1,0.85,0.543979057591623,0.9047619047619048,0.2,15.200470653377632,1.0978625215083958E-4,1.5500000000000003,0.47750000000000004,10.0,Infinity,Infinity,0.3080645161290323,1.0,0.3080645161290323,0.47750000000000004,0.0,2.1
Aleatorio1M-k10-foQg,alon-pn-freq-2,25,62,40,22,2000,4000,2.242,1000010,58160551,0.10702393340270551,18.7,0.8,0.6328877005347594,0.9090909090909091,0.2,14.742851605758583,1.361618859705834E-4,1.5500000000000003,0.4675000000000001,10.0,Infinity,Infinity,0.3016129032258065,1.0,0.3016129032258065,0.4675000000000001,0.0,2.2
Aleatorio1M-k10-foQg,alon-pn-freq-2,26,62,40,22,2000,4000,2.221,1000010,45320477,0.10816857440166494,18.9,0.925,0.5449735449735449,0.9523809523809523,0.2,14.989220930232559,1.2844999504698474E-4,1.5500000000000003,0.47250000000000003,10.0,Infinity,Infinity,0.3048387096774194,1.0,0.3048387096774194,0.47250000000000003,0.0,2.1
Aleatorio1M-k10-foQg,alon-pn-freq-2,27,62,40,22,2000,4000,2.282,1000010,31913771,0.10988553590010405,19.2,0.85,0.56875,0.9,0.3,15.357159103800342,1.2195289265446501E-4,1.5500000000000003,0.4800000000000001,10.0,Infinity,Infinity,0.3096774193548387,1.0,0.3096774193548387,0.4800000000000001,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,28,62,40,22,2000,4000,2.298,1000010,24096223,0.1121748178980229,19.6,0.9,0.573469387755102,0.95,0.2,15.769833887043195,7.501057300225825E-5,1.5500000000000003,0.48999999999999994,10.0,Infinity,Infinity,0.31612903225806455,1.0,0.31612903225806455,0.48999999999999994,0.0,2.0
Aleatorio1M-k10-foQg,alon-pn-freq-2,29,62,40,22,2000,4000,2.223,1000010,16980937,0.10530697190426638,18.4,0.925,0.5478260869565219,0.9047619047619048,0.2,14.417551864156517,1.733580249839265E-4,1.5500000000000003,0.4600000000000001,10.0,Infinity,Infinity,0.2967741935483871,1.0,0.2967741935483871,0.4600000000000001,0.0,2.1
Aleatorio1M-k10-foQg,alon-pn-freq-2,30,62,40,22,2000,4000,2.262,1000010,8261369,0.11331945889698232,19.8,0.9,0.5161616161616162,0.95,0.2,16.043587675228913,8.238944192484931E-5,1.5500000000000003,0.495,10.0,Infinity,Infinity,0.31935483870967746,1.0,0.31935483870967746,0.495,0.0,2.0
Aleatorio1M-k10-foQg,burczynski-pn-freq-2,1,127,59,68,22283,44566,9.899,1000010,179424673,0.07546655093310184,17.9,0.9491525423728814,0.4944607518227441,1.0,0.1,24.086961392675,2.2352500908841715E-6,2.152542372881356,0.3033898305084747,10.0,Infinity,Infinity,0.14094488188976378,1.0,0.14094488188976378,0.3033898305084747,0.0,3.1
