Algoritmo,Base,Repeticao,|D|,|D+|,|D-|,Atributos,|I|,Tempo,Testes,Seed,WRAcc,WRAccN,size,TP,FP,overollSuppP,CoverRedundancyP,DescripRDensity,DescripRDominator,Qg,Chi_Quad,p_value,Lift,DiffSup,K,GrowthRate,OddsRatio,cov,conf,supp,suppP,suppN,
PDSA-k1-foWRAccN,alon-clean50-pn-width-2,1,62,40,22,1000,2000,1.481,62000,179424673,0.1623309053069719,0.6493236212278876,5.0,32.0,2.0,0.8,0.4,1.0,1.0,10.666666666666666,28.816501145912913,7.957028858029958E-8,1.4588235294117649,0.7090909090909091,1.0,8.8,40.00000000000001,0.5483870967741935,0.9411764705882353,0.5161290322580645,0.8,0.09090909090909091
PDSA-k1-foWRAccN,alon-clean50-pn-width-2,2,62,40,22,1000,2000,0.936,58000,125164703,0.1623309053069719,0.6493236212278876,5.0,32.0,2.0,0.8,0.4,1.0,1.0,10.666666666666666,28.816501145912913,7.957028858029958E-8,1.4588235294117649,0.7090909090909091,1.0,8.8,40.00000000000001,0.5483870967741935,0.9411764705882353,0.5161290322580645,0.8,0.09090909090909091
PDSA-k1-foWRAccN,alon-clean50-pn-width-2,3,62,40,22,1000,2000,0.926,58000,132011827,0.1623309053069719,0.6493236212278876,5.0,32.0,2.0,0.8,0.4,1.0,1.0,10.666666666666666,28.816501145912913,7.957028858029958E-8,1.4588235294117649,0.7090909090909091,1.0,8.8,40.00000000000001,0.5483870967741935,0.9411764705882353,0.5161290322580645,0.8,0.09090909090909091
PDSA-k1-foWRAccN,ENEM2014,1,10000,2464,7536,80,345,3.108,10695,179424673,0.046455679999999985,0.18582271999999994,4.0,1324.0,2164.0,0.5373376623376623,0.9253246753246845,1.0,1.0,0.6115473441108545,511.6879404477416,0.0,1.5405322888121051,0.2501826729533736,1.0,1.8712461291019518,2.88311444044492,0.3488,0.3795871559633027,0.1324,0.5373376623376623,0.28715498938428874
PDSA-k1-foWRAccN,ENEM2014,2,10000,2464,7536,80,345,2.27,8970,125164703,0.046455679999999985,0.18582271999999994,4.0,1324.0,2164.0,0.5373376623376623,0.9253246753246845,1.0,1.0,0.6115473441108545,511.6879404477416,0.0,1.5405322888121051,0.2501826729533736,1.0,1.8712461291019518,2.88311444044492,0.3488,0.3795871559633027,0.1324,0.5373376623376623,0.28715498938428874
PDSA-k1-foWRAccN,ENEM2014,3,10000,2464,7536,80,345,1.68,7590,132011827,0.04354335999999998,0.17417343999999993,2.0,1680.0,3371.0,0.6818181818181818,0.6363636363636473,1.0,1.0,0.498220640569395,408.4768614918281,0.0,1.3498677129641294,0.23449864890947686,1.0,1.5242307381138587,2.6475823197864123,0.5051,0.3326074044743615,0.168,0.6818181818181818,0.4473195329087049
PDSA-k1-foWRAccN,matrixBinaria-Global-100-p,1,372,68,304,521,1042,1.726,64604,179424673,0.10674644467568506,0.42698577870274024,23.0,60.0,51.0,0.8823529411764706,0.23529411764705865,1.0,1.0,1.1538461538461537,135.54251988724073,0.0,2.957074721780604,0.7145897832817337,1.0,5.259515570934256,37.20588235294117,0.29838709677419356,0.5405405405405406,0.16129032258064516,0.8823529411764706,0.16776315789473684
PDSA-k1-foWRAccN,matrixBinaria-Global-100-p,2,372,68,304,521,1042,1.003,42722,125164703,0.09839287778933982,0.3935715111573593,17.0,60.0,68.0,0.8823529411764706,0.23529411764705865,1.0,1.0,0.8695652173913043,106.82176096279753,0.0,2.564338235294117,0.6586687306501547,1.0,3.944636678200692,26.029411764705877,0.34408602150537637,0.46875,0.16129032258064516,0.8823529411764706,0.2236842105263158
PDSA-k1-foWRAccN,matrixBinaria-Global-100-p,3,372,68,304,521,1042,1.142,61478,132011827,0.10576367210082092,0.4230546884032837,21.0,60.0,53.0,0.8823529411764706,0.23529411764705865,1.0,1.0,1.1111111111111112,131.71251351785065,0.0,2.904737116085372,0.7080108359133127,1.0,5.061043285238624,35.518867924528294,0.30376344086021506,0.5309734513274337,0.16129032258064516,0.8823529411764706,0.17434210526315788
PDSA-k10-foWRAccN,alon-clean50-pn-width-2,1,62,40,22,1000,2000,1.534,82000,179424673,0.16082206035379812,0.6432882414151925,5.0,32.1,2.2,0.925,0.31993769470404987,0.34,0.8,10.616666666666665,28.42668808948405,1.0504474535766306E-7,1.452018995098039,0.7024999999999999,10.0,9.294999999999998,41.47619047619047,0.553225806451613,0.9367864484503479,0.517741935483871,0.8025,0.09999999999999999
PDSA-k10-foWRAccN,alon-clean50-pn-width-2,2,62,40,22,1000,2000,1.067,84000,125164703,0.16129032258064516,0.6451612903225806,5.4,32.0,2.1,0.95,0.34375,0.3148148148148148,0.9,11.408333333333333,28.66483672077071,9.582092689308652E-8,1.4574297699849168,0.7045454545454546,10.0,10.76625,47.173809523809524,0.55,0.9402772709580111,0.5161290322580645,0.8,0.09545454545454544
PDSA-k10-foWRAccN,alon-clean50-pn-width-2,3,62,40,22,1000,2000,1.053,84000,132011827,0.16175858480749222,0.6470343392299689,5.8,31.9,2.0,0.95,0.33699059561128536,0.3103448275862069,0.8,11.958333333333332,28.877150747323867,8.411770796579177E-8,1.4623656674208143,0.7065909090909093,10.0,11.6875,50.65238095238096,0.5467741935483871,0.9434617209166545,0.5145161290322581,0.7975000000000001,0.09090909090909091
